2010,环保大豆油墨的研究--《东北农业大学》,环保 大豆油 平版胶印 油墨,传统油墨是由颜料包括有色颜料和填充料连结料矿物油助剂等物质组成其中连接料占整个油墨组成的80以上传统连接料的生产制造过程中用到了大量石油系矿物油如苯环芳烃等使油墨中包含大量有毒性挥发物VOCVolatileOrganicChemical无论对生产工人的健康产品使用者的健康自然环境等都将带来严重隐患所谓大豆油油墨是指用大豆油置换油墨中部分石油系矿物油的环保油墨其颜料与树脂成份和普通油墨一样由于大豆油大量的替代了具有挥发型的石油系溶剂而本身又为绿色的天然植物油所以对造成大气污染因素的挥发性有机化合物VOC具有抑制作用同时其化学诱导物为非毒性而极有利印刷业环境与健康安全中的自然降解问题开发环保油墨重点是解决油墨中含VOC物质的替换问题而传统油墨中大部分含VOC的物质又都包含在连接料的生产过程中所以研制新型油墨连接料是解决开发环保油墨的根本大豆油墨是将传统油墨配方中2050的矿物油替代为自然环保的大豆油从而使油墨中的VOC含量由原来的3555降低到515达到环保要求通过一定方法改变大豆油各种理化性质使其与连接料相似或接近从而达到替代目的用替代后的连接料生产出的油墨产品首先在基本墨性指标上需达到传统油墨要求另外需要在环保指标VOC和重金属含量上大幅降低本课题第一阶段深入研究了大豆油的热聚合反应确定了最佳工艺参数加热温度为332加热时间为106min压力为6MPa催化剂添加量为5同时得出因子贡献率为催化剂添加量压力加热温度加热时间本课题第二阶段重点研究油墨配方的筛选和优化最终油墨配方为改性大豆油45松香改性酚醛树脂20溶纤剂39炭黑颜料2275石蜡45其它助剂375总计为999实验误差允许范围内确定最优配方后制得产品对产品进行9项传统油墨质量性能指标测试和两项特色环保指标检测质量性能指标测试结果基本合格环保指标检测结果为环保油墨VOC含量低于100mgg而普通油墨VOC含量仅低于500mgg环保油墨比普通油墨VOC含量降低了40左右本产品铅贡砷铬镉锑硒钡八大重金属平均含量约为65mgkg而普通油墨产品铅贡砷铬镉锑硒钡八大重金属平均含量约为175mgkg本产品重金属含量明显降低
2019,浅析环保油墨--《印刷杂志》,油墨转移性能 黏度 黏性 流动性,"油墨作为呈色物,是印刷的基本要素之一,必不可少。然而,使用传统溶剂型油墨是导致印刷企业产生大气污染、水污染的主要因素,还可能会因为油墨渗透至产品等状况直接对人体(消费者)健康产生影响。对于印刷从业者而言,传统油墨在使用过程中挥发出VOCs等有害物质,高浓度VOCs会对人体神经系统造成损害。由于传统油墨存在影响人体健康、污染环境等问题,不符合环保要求,所以正逐渐被绿色环保油墨所取代。本文对几种常见环保油墨的特性进行分析后,"
2019,浅谈印刷包装行业在绿色低碳方面的研究发展--《今日印刷》,印刷包装行业;单张纸胶印机;绿色低碳;,"近年来,印刷业越来越关注绿色、低碳经济的发展。印刷产业虽不是能源多的消费产业,但因为使用能源,所以对地球变暖产生着影响。并且因为大量使用纸张、塑料薄膜等承印物,实质上对于环保的影响也很大。印刷产业使用的电力、燃料和因造原料而产生的二氧化碳,已经被加进环保重点观察对象之列。印刷包装与经济可持续发展、环境保护之间紧密联系、相辅相成、互相促进发展。"
2018,爱克发环保产品:创造无限商机——香港绿艺(海外)制作公司使用经验分享--《印刷经理人》,爱克发;大豆油墨;印刷行业;制版系统;印刷机;CTP;废水处理设备;,"6月29日,爱克发印艺亚州与香港印艺学会联合举办了爱克发Eco3解决方案交流会首发站——香港站活动,吸引了来自全国各地的印刷同仁。与会嘉宾反响热烈,深表大获启迪。会上,香港印艺学会主席、绿艺(海外)制作总经理蔡荣照先生首先分享了绿艺公司的发展历程。绿艺(海外)制作公司成立于上世纪八十年代,一直从事印刷行业至今,已经有超过三十年的历史。公司发展初期还没有CTP制版,使用的是""传统菲林+PS版"
2018,壳聚糖/大豆油/栀子黄可食性抗菌油墨的制备及性能测定--《现代化工》,抗菌油墨 可食性油墨 壳聚糖 大豆油 栀子黄,"为满足印刷工人和产品使用者的安全,采用天然可食性材质大豆油、壳聚糖、栀子黄、黄原胶、葡萄糖等为原料,保持水油质量比为2∶1,分别将水基、油基、壳聚糖稀酸溶液混合搅拌制得可食性抗菌油墨。在不同质量分数的黄原胶、壳聚糖、栀子黄条件下对油墨进行测定与分析。结果表明,黄原胶与壳聚糖共同影响着油墨的黏度,而黄原胶对油墨黏度影响更为显著;黄原胶对油墨初干性及界面张力起决定性作用,而壳聚糖对其影响则较小;同时,随着壳聚糖用量增加,抗菌效果也不断增强,当壳聚糖的质量分数为0.4%时,对大肠杆菌和金黄色葡萄球菌的抗菌率达91%;当栀子黄色素的质量分数为0.4%时,印品色差相对于标准黄墨最小。因此,该油墨适合食品、药品等纸质包装印刷,具有很好的应用前景。"
2018,绿色印刷及应用研究进展--《包装工程》,绿色印刷 印刷材料 进展,"目的探讨印刷的发展趋势,为绿色印刷的开发和应用提供理论依据。方法综述当前中国绿色印刷的发展状况、重要性,以及绿色印刷在包装和其他方面的应用。同时对印刷的发展前景进行展望。结论随着现代科技的发展,资源消耗不断,环境问题日益显现。人们对健康良好的生活环境给予了高度重视,绿色印刷关系着未来发展的长远利益。为了建立环境友好型社会,绿色印刷必不可少。绿色印刷是当今时代印刷发展的方向。"
2017,四种环保油墨的应用现状--《广东印刷》,环保油墨 绿色印刷 印刷领域 水性油墨 大豆油墨 凹印油墨 改性松香树脂 溶剂油 颜料颗粒 印刷油墨,"随着经济的发展,人们在改善生产、生活条件的同时,也对产品的包装印刷有了更高的要求,近年来,""环保印刷""、""绿色印刷""已经得到了政府和社会的高度重视,在包装印刷领域,环保油墨的使用比例越来越高,烟酒包装、食品药品包装、化妆品包装、儿童玩具的包装都已经在采用环保油墨进行印刷,环保油墨的应用范围越来越广泛。"
2017,聚合大豆油生产工艺探索--《山东化工》,聚合大豆油 环氧值 酸值 正交试验,"对聚合大豆油合成工艺进行了优化。考察了环化温度、环化时间对产物的黏度、酸价、色泽等因素的考察,通过正交试验,确定聚合大豆油合成的最佳工艺条件:聚合大豆油环氧化温度80℃,环氧化时间5h,催化剂Li_2O添加2%)进行实验验证,得出聚合油的指标为:黏度26500c P,色泽9,酸价11.15mg KOH/油。产品的外观及色泽均能满足国标要求。"
2017,低碳驱动高端环保油墨将成为包装印刷市场的新贵--《网印工业》,包装废弃物;光引发剂;连结料;二次污染;活性稀释剂;墨层;紫外光固化;丝网印刷;印刷适性;上光油;,"众所周知,采用环保的原材料用于油墨的制造,在油墨的生产和印刷过程中几乎不发生污染,对人类生产和生活的环境几乎不构成任何危害。其环保特性主要表现在降低油墨中的有害成分,包括降低芳香烃类、酮类的含量,降低重金属的含量,降低其他对人体有害的成分等;降低油墨在生产和使用过程中对操作人员和环境的危害,改善生产环境;有利于包装废弃物的回收与处理,不出现""二次污染""等情况。"
2017,环保新常态  印刷耗材需再加力--《中国印刷》,环保管理;印刷耗材;绿色印刷;社会环保意识;提升环;环保监管;企业合作;环保水平;印刷生产;环境压力;,"近年来越来越严峻的环境压力,促进了全社会环保意识的迅速提高。印刷行业的环保管理也拉满了弓,加满了力,将环保置于管理的首要位置。从环保角度来看印刷环保,印刷业只有采用环保材料减少排放才是主动提升环保强度,适应环保要求的根本性办法。为子孙后代留下青山绿水"",是每一个企业都必须履行的社会责任。近年来越来越严峻的环境压力,特别是来势汹汹的雾霾,促进了"
2017,免酒精润版液之我见--《印刷杂志》,免酒精 润湿性 绿色印刷 特点,"在绿色经济的大背景下,越来越多的印刷材料供应商加入到绿色环保阵营中,大豆油墨、免酒精润版液、免处理CTP版材等绿色印刷材料纷纷涌现。免酒精润版液为环保型印刷材料之一,是指用其他无毒化学成分替代润版液中的酒精或异丙醇以及酒精浓度较低(5%或5%以下)的润版液。"
2018,YH印刷公司产品差异化竞争策略选择及改进研究--《陕西师范大学》,YH印刷公司 产品差异化 竞争策略 五力模型 PEST分析,印刷业是我国文化产业的重要组成部分是我国国民经济的重要产业部门伴随着我国经济进入新常态和大经济环境的变化以及同质化竞争严重环保形式严峻各种成本上升中低档生产能力过剩产业结构不合理以及新技术层出不穷印刷业也告别了30多年的快速发展生存压力急剧加大因此如何改革创新走产品差异化发展道路已经成为了摆在印刷企业面前的必然选择基于此本文将以YH印刷公司为例深入研究该公司产品差异化的竞争策略的选择及改进问题具有重要的意义本文采用了理论结合实际的研究方法首先梳理了国内外相关文献找出了现有研究的不足以及本文研究的切入点并对产品差异化竞争策略产品差异化竞争策略等核心概念进行了界定并基于波特五力分析模型PEST分析方法和SWOT分析模型对企业产品差异化竞争策略的分析工具进行了介绍其次运用波特五力分析模型PEST分析方法和SWOT分析模型对YH印刷公司选择产品差异化竞争策略的依据及进入阻止策略的选择进行深入分析并设计了该企业产品差异化竞争策略的具体实施方案具体包括功能差异化质量差异化风格差异化再次对YH印刷公司产品差异化竞争策略的实施措施进行介绍并对实施产品差异化竞争策略的效果进行了评价对实施过程中存在的问题进行查找发现存在的主要问题是产品差异化阻止策略阻止能力不强设备数字化程度不够差异化产品缺乏核心竞争力导致这些问题的原因主要是资金设备投入力度不足产品容易被模仿客户服务不足最后针对上述问题的原因分析提出了进一步改进YH印刷公司产品差异化竞争策略的措施及保障即改进措施主要是引进更新新型设备以提高印刷产品数字化水平加大投资去生产绿色环保印刷制品优化产品营销渠道以强化企业服务能力等基础保障工作主要是精准定位降低成本争取资金引进人才等本文的创新之处是选择同质化竞争激烈的印刷行业为研究对象从实际案例出发运用理论与实证相结合的方法对YH印刷公司实行产品差异化进入阻止策略进行分析论证并通过市场反馈对结论加以完善
2017,卡欣公司绿色营销策略研究--《东华大学》,空气污染 卡欣油墨 传统溶剂型油墨 绿色营销 绿色水性油墨,近年来由于灰尘二氧化硫氮氧化合物等有机碳氢化合物等大量粒子悬在空气中使天空灰暗能见度在有些地区仅有几十米目前这种大气污染已经十分恶劣这种自然环境的恶劣情况已经受到国内和国际的极大关注卡欣油墨公司属于化工油墨行业主营金银等传统溶剂型油墨传统溶剂型油墨由于特有的化学性质对环境造成一定的污染这些传统型油墨中的溶剂挥发造成对大气的污染这种由油墨引发的污染引起了行业的广泛关注为了减少油墨对大气的污染卡欣油墨公司最近新推出绿色环保的水性金墨银墨这种新产品属于绿色环保产品需要新的绿色环保营销新思路进行推广和销售本文以卡欣油墨公司实施绿色营销为案例背景收集大量资料深入分析行业现状为我国的油墨行业引入绿色营销策略减少对大气的污染保护环境论文首先对绿色营销理论及相关理论进行学习研究和总结其次介绍行业情况介绍卡欣油墨公司实际经营状态以绿色营销为指导思想和理论基础对卡欣油墨公司的绿色营销策略加以研究采用问卷调查深度访谈等分析方法分析卡欣油墨公司绿色营销中发生的三大主要问题找出这三大问题产生的根源并针对这些主要问题提出合理的策略建议本文在绿色化的大框架下进行印刷油墨研发销售整个过程的绿色营销战略研究相信绿色营销的推广实施一定会减少对大气的污染一定会减少对人体健康的危害
2017,《齐物论》“万物齐一”思想在现代仿生包装造形设计中的运用研究--《武汉理工大学》,万物齐一 仿生包装 造形设计,大自然为人类的创作活动提供了极其丰富的灵感和资源而模仿自然的包装不仅避免了以往大机器化生产带来的冷漠与千篇一律更能满足人类向往自然的本性其中囊括了空间视觉设计要素的造形可谓是包装设计的重中之重然而想要利用好仿生的手法设计出有特色有内涵的包装造形还是要从设计的本质出发要对人与自然人与社会的关系进行更深层次的思考重新审视璀璨的中华文明会发现源远流长的道家思想为我们提供了丰富的思想源泉庄子内篇中的齐物论是道家文化中的精髓万物齐一的思想则是齐物论的核心庄子通过万物齐一的思想为人自然社会三者的相处指明了一条和谐发展的道路本文从设计师的视角重新审视庄子内篇齐物论中万物齐一的思想提炼出齐物我齐是非齐生死齐贵贱这四个核心思想本文重点研究和探索万物齐一思想在仿生包装造形设计上的运用分别从仿生包装造形的设计方法设计思维和设计理念这三个方面进行阐述在仿生包装造形的设计方法上齐是非的思想指导我们要秉承道法自然的方法遵循规律进行设计在仿生包装造形的设计思维上齐生死的思想指导我们要遵循辩证的思维注重造形形式之间的转换在仿生包装造形的设计理念上齐贵贱的思想指导我们要秉承人文关怀的理念提倡分众化设计齐物我的思想指导我们要秉承天人合一的理念提倡绿色环保设计本文运用了文献研究法跨学科交叉研究法个案分析法进行研究力求探索中国文化背景下独有的仿生包装设计方法思维与理念以此解决国内市场上仿生包装造形设计遇到的相关问题提升国内仿生包装造形的设计水平有效的发挥传统文化在当今社会中的价值也为以往缺乏系统性和专题性的仿生包装造形研究做出自己的贡献
2017,视觉传达设计中的低碳设计研究--《河南师范大学》,低碳设计 低碳理念 视觉传达设计,低碳设计是生态环保科学合理的设计它由绿色设计发展而来却又区别于绿色设计是绿色设计的升华如今低碳已经和人们生产生活的方方面面密不可分低碳理念成为各行各业的指导思想将其融入到视觉传达设计之中是设计行业的必然选择低碳设计是低碳理念对现代设计深刻影响的体现对人们生产生活和思维观念都将产生积极的推动作用视觉传达设计的设计观念在低碳理念的指导下由一切为人服务的以人为本自觉向以自然为本转变高调低碳从此成为时代发展的方针本论文的研究从低碳设计的起因和对低碳设计理念的阐述展开结合低碳设计的多个特征进行探讨研究低碳时代的视觉传达设计所包含的新范围及内容对视觉传达低碳设计方法进行探究从设计理念设计语言设计形态设计材料制作工艺五个方面具体分析从低碳包装设计低碳新媒体设计和低碳平面设计三个方面的实践对视觉传达设计中的低碳设计进行分析研究低碳设计是现代设计的潮流趋势视觉传达设计中的低碳设计研究将其作为研究主题融入实例把低碳设计的由来内涵及其特点进行了具体的探析概括归纳了低碳时代的视觉传达所包含的设计内容和设计依托的传统媒介及新型媒介并对低碳设计的相关知识进行梳理分析探究具体实践到视觉设计之中的理论和方法从视觉传达设计的角度出发将低碳设计贯穿始终并把生态理念设计方法具体实践等相关知识有组织的融入到本论文研究之中为促进视觉设计的低碳可持续发展提供帮助与参考
2007,包装印刷绿色化发展研究(下)——关于环保油墨、回收处理、循环经济、法制建设--《包装工程》,包装印刷 发展对策 环保油墨 回收处理 循环经济 法制建设,"绿色化发展是新世纪包装印刷的必由之路。着重研究了大力发展新型环保油墨,利用环保技术处理废气、废物,积极发展回收再生工艺,走循环经济发展模式,推行ISO14000环境认证;制定严格的环卫标准4个方面绿色化发展对策。最后指出了包装印刷的绿色化是一个系统工程,在如何全面发展我国包装印刷的绿色化等方面还有待于进一步探讨。"
2011,油墨废水处理研究进展--《广东化工》,油墨废水 废水处理 物化处理 生化处理,"近年来,我国油墨行业得到了飞速发展,油墨废水的排放量也相应地急剧增加,废水一旦进入水体,会对水环境造成严重的污染,严重威胁着人类的生产生活和自然界的生态平衡,对油墨废水的处理必不可少。简单介绍了油墨的种类和油墨废水的成分,综述了近年来国内外关于油墨废水处理技术的研究现状,并展望了未来发展方向。"
2012,绿色印刷实践与探索--《质量与标准化》,绿色印刷 实践 标准化,"印刷与人类的生活密不可分,绿色印刷对绿色生活的保障具有重要的作用。本文在分析和探讨印刷行业面临的主要污染问题和能耗问题的基础上,试图找到相对应的解决思路和办法,从印刷制造绿色标准化之路来降低环境污染,保护我们生存的环境。"
2013,在绿色设计理念指导下的食品包装设计研究--《湖南师范大学》,绿色设计理念 食品包装 可持续性 环保,现代科学技术的革新既给社会生产力带来了突飞猛进的发展为人类创造了巨大的物质财富又对生态环境造成了前所未有的破坏一场绿色革命浪潮正在席卷全球将绿色设计理念运用于食品包装设计中是顺应世界绿色文明发展的趋势将对人类及其居住环境起到重要作用本文以绿色设计理念为引线了解认知运用绿色包装设计的理念对食品包装的材料结构以及视觉元素进行适度健康可回收的绿色效能研究以绿色设计理念为指导的绿色食品包装主要是探究包装的可持续性即保护生态环境的效率提高包装生态环境的协调性减轻包装对环境产生的负荷与冲击力具体地说就是节省材料减少废弃物节省资源和能源易于回收利用和再循环包装材料能自行分解不污染环境不造成公害食品包装可持续性的意义主要在于加强对包装生产的管理和包装废弃物的回收处理目前世界公认包装的三种作用变得越来越明显即包装在经济发展中的中心性包装的环境保护责任性和致力于改善人类生存条件的技术创新性绿色包装的目标就是要以保存最大限度的自然资源形成最小数量的废弃物和最低限度的环境污染本文在探究绿色理念的过程中深刻感受到绿色包装设计已经不仅仅是一句时髦的口号而是切切实实关系到每一个人切身利益的事情当今世界各国进入市场的商品中已经有众多利用高科技手段完成的绿色包装设计成果出现如无菌纸盒包装可降解塑料包装可食用包装材料有机生物包装材料等食品包装设计由豪华向节俭由污染向环保着眼于人与自然的生态平衡关系还地球一个绿色的空间这已成为必然的发展趋势
2012,纸质食品包装的节能环保性设计应用研究--《北京交通大学》,纸 食品包装 装潢设计 结构设计 印刷 发展趋势,基于目前资源浪费和环境污染严重的情况节能环保性低碳等口号被相继提出作为艺术设计专业的学生我根据自己的专业通过调查分析资料查询文献阅读和资料整理确立了纸质食品包装的研究方向本文主要以纸质食品包装为研究对象从装潢设计结构设计和印刷等方面提出了纸质食品包装在设计应用过程中应当注意的几个方面并从以上三个方面提出了几点有利于节能环保的设计建议从设计的理念和新材料的应用两方面预测了未来纸质食品包装设计的发展趋势节能环保的食品包装设计是未来社会发展的必然趋势也符合时代发展的要求食品在日常生活中与人接触密切且应用广泛食品包装造成的垃圾污染问题不容忽视食品安全更是关系到人类健康的重要问题不管是从环境的角度还是人类健康的角度节能环保的食品包装设计都非常必要
2013,中国食品包装可持续性设计研究--《南京师范大学》,食品包装 可持续性设计 设计理念 设计策略 包装设计,20世纪末到如今人类所赖以生存的自然社会以及人类本身的发展都面临了前所未有的挑战为了迎接和克服这些挑战人们开始寻找一种建立在环境和自然资源可承受基础上的长期发展模式可持续性设计就是其中之一可持续设计在不同的国家有不同的认识和战略措施不仅在发达国家得以广泛地应用在发展中国家也正在得到不断提升的重视本文以可持续设计的理论为基础分析了可持续设计的概念及其发展脉络意义和内涵从可持续设计的视角通过对中国食品包装所存在的安全性过度消耗资源能源回收率低等问题的分析提出了包装材料的选择包装设计的策略包装废弃物的回收包装企业的管理这四个方面的设计途径本文分为七个部分第一部分为绪论介绍选题的背景及意义总结归纳了食品包装的相关概念及其评价体系以及中国食品包装设计中存在的可持续问题第二部分针对存在的可持续问题提出了选择安全环境友好型包装材料的方法第三部分为可持续包装设计过程提供减量化设计一体化设计重用设计耐用设计拆卸设计等多种切实可行的设计策略第四部分介绍了如何推进材料的回收污染的减少和资源能源的节约第五部分探讨了企业如何从宏观的角度掌握资源能源的分配从而达到企业整体的可持续性转变第六部分从系统化的角度以可口可乐公司在可持续发展道路上所采取的全面性方案与措施为例为中国的企业提供可参考的资料
2013,中国绿色印刷产业发展战略研究--《北京印刷学院》,绿色印刷 印刷产业链 绿色印刷产业 绿色印刷产业链 产业转型与产业升级,本文以中国印刷产业绿色化发展为背景主要探讨如何实现中国绿色印刷产业发展战略文章以什么是绿为什么绿能不能绿绿到了什么程度存在哪些问题怎样绿的更好为主线研究内容共分为6个部分从第2部分开始依次回答主线当中的五个问题第2部分基本概念与基本理论通过介绍绿色印刷印刷产业链绿色印刷产业和绿色印刷产业链这些主要概念来回答什么事绿第3部分中国印刷产业绿色化发展动因与可行性分析基于印刷产业链的上中下游各个环节进行分析进而提出发展绿色印刷的必要性从国家行业协会以及企业自身三个层次出发分析发展绿色印刷的能动因素以及可行性主要回答了为什么绿能不能绿第4部分国内外印刷业绿色化发展情况分析主要对国内外开展绿色印刷的情况进行分析对比国内外的绿色印刷发展的各个方面主要回答了绿到了什么程度第5部分中国绿色印刷产业发展存在问题分析通过国内外比较以及中国印刷产业的实际情况列出存在的问题寻找原因主要回答了存在哪些问题第6部分推进中国绿色印刷产业发展的战略举措针对主要问题进行战略规划提出战略执行思路主要回答了怎样绿的更好在研究方法方面主要运用实证调研和规范分析相结合定性研究与定量研究兼顾采用比较逻辑分析等战略管理方法统摄全过程研究具体研究方法主要有文献资料分析法实证调研法重点访谈法模型分析法量化分析法等
