CCD 数字印刷机 质量分析 客观评价 印刷质量检测 承印材料 分析方法 静电照相 图像捕获 印刷样张,"在分析数字印刷特点的基础上,提出开展数字印刷质量检测与客观评价方法研究的必要性,探讨基于CCD图像捕获设备进行数字印刷质量分析的可行性、评价要素及其具体实施技术。结合印刷样张实例,通过质量分析说明并验证了数字印刷质量检测与评价的具体方法。结果表明,采用基于CCD的数字印刷质量分析方法可以快速地完成印刷质量的客观检测与评价,有效控制印刷质量,对提高和改进数字印刷承印材料、墨水及印刷设备等的质量具有积极的作用。"
数字印刷机 传统印刷 喷墨印刷 印刷媒体 数字化控制 印刷数字化 图文 印版 印刷技术 数字胶印,"关于数字印刷(Digital Printing)这个概念,目前国际上还没有统一的标准定义。有人认为,采用数字定义的图文页面进行的印刷技术就是数字印刷;也有人认为,直接将数字图像信息转移到承印物上的印刷技术叫做数字印刷。本文阐述了作者对数字印刷的认识以及对目前需要明确和澄清的问题的看法,本文仅代表作者个人观点。本刊在2010年第1期和第2期分两次刊登此文,以期引起行业的讨论,及早确定统一的数字印刷的概念。"
塑料食品包装材料 食品安全 迁移 加工助剂 油墨 树脂,"食品包装材料中有毒有害化学物质的迁移是引起食品污染的重要途径之一。本文主要根据近年来发表的有关食品包装材料领域的相关文献为基础,针对塑料食品包装材料中的加工助剂、油墨和树脂自身中的有毒有害物质等迁移物产生的危害进行了分析,为塑料食品包装材料的质量控制提供参考。"
印刷方式 电子产品 传感器 有机光伏电池 品牌保护 喷墨打印 电子存储器 丝网印刷 有机薄膜晶体管 凹版印刷,"一、有机印刷电子印刷电子,是指通过喷墨印刷或类似的方式,在一定系统中沉积电子电路的方式。印刷电子将印刷包装技术与高附加值的电子产业技术紧密"
印刷史 出版史 图书馆学家 印刷工业 中国,"主要从文献梳理与评述角度考察我国印刷史研究发展历程、印刷史研究的认识观和方法论、从事印刷史研究的专家学者群体特征等,概括建国以来我国印刷史研究领域的主要概貌特征,特别分析我国图书馆学领域的研究群体对印刷史研究的贡献,并与印刷工业领域的专家倡导的""大印刷观""进行比较分析,概述印刷史研究的发展现状和态势。"
附着力 油墨 材料表面 网版印刷 环保要求 表面特性 表面张力 油性 问题 电火花,"众所周知,UV油墨在PET材料上的附着力一直较低,所以在PET材料上用油性油墨印刷的比较多,但是随着环保要求的越来越高,UV油墨因其环保等特性而使用逐渐广泛起来。所以如何提高UV油墨在PET材料上的附着力问题变得尤"
UV油墨 分散性 固化速度 附着力,"UV技术在诸多领域有着广泛应用,UV油墨具有固化速度快、印刷质量高、无VOC排放等优点,作为一种环保型油墨,在各种印刷方式中的应用越来越受到重视。本文阐述了UV油墨体系的主要成分——预聚物、单体等的结构特点及UV固化机理;结合UV油墨技术发展趋势,探讨了UV喷墨油墨分散性及其评价方法、流变学特征;根据实验研究结果,从反应动力学的角度论述了UV油墨的固化速度及氧对聚合反应的影响规律;考察了UV胶印油墨的转移率及其在低能表面承印材料的附着力。"
分子自组装 表面活性剂 层状聚集体 界面组装 蜂窝状多孔结构,分子自组装是21世纪亟待解决的重大科学问题之一在分子层次的化学中自组装如同化学合成已成为创造新物质和产生新功能的重要手段是当今化学发展的一个重要生长点目前的研究表明分子自组装过程容易在体相溶液中和二元界面上发生1溶液中的自组装通常是由两亲分子在体相溶液中利用非共价相互作用自聚集形成各种复杂的有序组合体如胶束囊泡海绵结构和立方结构等这些两亲分子包括磷脂表面活性剂两亲性聚合物和生物大分子等通过调控分子结构并结合外界条件改变从而实现两亲分子在溶液中的可控组装这也是溶液中自组装的研究热点2界面上的自组装通常是由各类分子在气气液和固界面上进行有效地组装和排列如涉及到LB呼吸图案化学吸附等组装技术的界面薄膜的构筑从而制备出多形态多功能的薄膜器件另外通过自组装技术对生物膜或生物相容性界面精确修饰有助于深入了解生命体系并为生物工程材料的构筑提供新的途径因此分子自组装在化学物理学生物学和材料科学领域的重要性日益增强成为多学科交叉的研究热点基于对分子自组装的认识本论文主要包含两方面的研究1表面活性剂溶液中层状聚集体的白组装2两亲性聚合物界面上蜂窝状有序多孔结构的构筑考察各种因素对组装结构的影响确定溶液聚集体和有序多孔薄膜的物理化学性质探讨组装体的功能应用通过研究与探索以期揭示白组装的机理结构和转换规律掌握弱相互作用在复杂有序平衡系统中的协同机制丰富分子自组装的理论实现结构和功能可控本论文的结构安排和研究内容如下第一部分绪论介绍了自组织和自组装的概念及区别概述了胶体化学纳米科学软物质及超分子化学的发展与联系并详细介绍了表面活性剂物理化学基本知识包括表面活性剂溶液中弱相互作用力和聚集体形成理论重点总结了表面活性剂溶液层状聚集体的结构性质和形成规律综述了囊泡在材料合成领域中的应用现状以及基于水滴模板法构筑的界面蜂窝状有序多孔结构的国内外研究动态和应用前景最后引出了本论文的选题依据研究内容和意义第二部分分别研究了两种双长链阴离子表面活性剂双2乙基己基琥珀酸酯磺酸钠AOT和双2乙基己基磷酸HDEHP与单链非离子表面活性剂四乙二醇十二烷基醚C12EO4水溶液混合体系的相行为聚集体结构流变学性质及盐pH等外界因素对体系的影响证明了电荷在双层膜结构转变中的重要驱动作用进一步提供了电荷诱导洋葱状囊泡形成的理论依据其中AOT体系含有过量的反离子而HDEHP体系是典型的无盐体系由于AOT和HDEHP在分子结构上相似极性头基面积相近两体系可以相互证明和补充本章第一节研究发现AOTC12EO4体系是典型的非理想混合体系二者在气液界面上的吸附和溶液中的聚集表现出相互吸引的协同效应向C12E04的层状相溶液中加入少量AOT可以诱导平面层状结构自发弯曲形成层数达几十层的密堆积洋葱状囊泡该超多层囊泡的形成是由于阴离子表面活性剂的加入使非离子双层膜带负电荷产生静电斥力作用抑制膜的Helfrich波动并诱导平面层状结构向囊泡转变而过量的电荷能够再次诱导囊泡向平面层状结构转变无机盐NaCl的加入会诱导胶束层状两相向单一囊泡相转变原因在于随着盐的增加双层膜由于电解质的静电屏蔽作用展现出更大的柔韧性和波动性溶液的粘弹性随之降低由此证明电荷可调控双层膜的柔韧性和波动性是实现层状聚集体相互转变的重要驱动力本章第二节研究发现向C12E04层状相中加入低浓度的HDEHP同样能够诱导平面层状结构转变为囊泡而且双层膜的层间距随着HDEHP的增加而减小加入较高浓度的HDEHP双层膜层间距反而增大所形成的囊泡相向胶束层状两相转变原因在于浓度较低的HDEHP水解后插入到C12E04双层膜中使其荷负电抑制了膜的波动性诱导层到囊泡的转变而过量的HDEHP类似中等链长醇等油状物增溶到囊泡中使双层膜肿胀波动诱导囊泡溶液向两相分离增加HDEHPC12EO4囊泡溶液的pH值发现溶液粘弹性和屈服应力值随pH的增加经历一个最大值而双层膜层间距也随着之先减小后增大由此判断双层膜在随着pH增加的过程中经历了一个膜电荷密度饱和的状态其中在pH378时溶液转变为密堆积平面层状凝胶第三部分合成了十二烷基硫酸钙CDS和月桂酸铁FeL3两种高价金属双链和三链长表面活性剂研究了两种表面活性剂在水溶液和非水溶液中的相行为和聚集结构分别发现了正相囊泡和反相囊泡的自发形成并依据囊泡的不同特点探索了其在硬材料制备中的应用本章第一节研究了CDS与阳离子表面活性剂十四烷基三甲基溴化铵TTABr在水溶液中的相行为和温度依赖性对比传统的含一价盐的SDSTTABr混合体系CDS体系只能在高温下阳离子表面活性剂富集的区域内形成正相囊泡囊泡的形成是静电作用和疏水作用共同驱动的结果而钙离子的引入极大降低了囊泡的表面电荷且钙离子对两个DS的链接作用使CDS表现出非离子表面活性剂的性质导致高价金属表面活性剂及其复配体系的微观结构和宏观性质具有其自身的特殊性将草酸二甲酯加入到CDSTTABr囊泡溶液中缓慢水解出的草酸根离子与囊泡溶液中的钙离子相结合形成具有新颖对称形貌的砖状和星状的CaC2O4H2O晶体证明囊泡对溶液中无机晶体的形成和生长起到了调控作用本章第二节研究发现多支链的金属表面活性剂月桂酸铁FeL3溶解在CHCl3以及CHCl3CH3OH等非水溶剂中能够发生自聚集并形成反相囊泡传统上由于有机溶剂挥发较快凝固点较低以及反相聚集结构极不稳定通过直接成像技术来表征反相囊泡长期以来都是一个难点在本实验中当有机溶剂挥发后溶液中的反相囊泡能够保持其形貌并以固体囊泡的形式存在于基底表面上因此可以通过TEMSEM和AFM等技术直接观察另外不同溶剂挥发会导致形成不同形貌的中空固体结构比如塌陷的血红细胞状和空心球壳状这是溶剂挥发速度不同以及月桂酸铁和溶剂之间的相互作用不同共同导致的本实验不仅证明了多支链高价金属表面活性剂在有机相中能够自发形成反相囊泡也为调控反相囊泡在干燥过程中的变形行为以及由反相囊泡直接制备中空球壳材料提供了新的方法第四部分将两种碳氟碳氢单尾链脂肪酸即全氟月桂酸C11F23COOHPFLA和月桂酸CH3CH210COOHLA分别与C12EO4在水中混合构筑无盐的阴非离子表面活性剂复配体系分别研究其相行为聚集体结构和流变学性质以及温度pH等外界因素对体系的影响比较了碳氟碳氢尾链的不同对层状聚集体的构筑结构和性质造成的差异本章第一节研究发现PFLAC12EO4非理想混合体系在低浓度时仅形成一种混合胶束且胶束化和表面聚集行为均表现出显著的协同效应低含量PFLA时随着总浓度增加短的线状胶束转变成大的碟状胶束室温时增加PFLA含量导致非离子C12E04双层膜自发形成密堆积单层和多层囊泡凝胶且囊泡分子双层中碳氟链处于流动态而且囊泡结构非常稳定当溶剂挥发后仍能保持原结构并以固态形式存在于空气中进一步增加PFLA层状溶液聚集体的相转变温度层间距等物理化学参数以及囊泡凝胶的屈服应力弹性和粘性等流变性质在双层膜分子的空间排列和有效膜电荷密度达到饱和态时出现极值有趣的是增加凝胶的pH可实现刚性囊泡向柔软的平面双层结构转变高稳定性的囊泡凝胶以及pH诱导囊泡凝胶和平面双层之间的相互转变可应用于药物等的运输和可控释放本章第二节研究发现室温下LAC12EO4混合水溶液表现出非常丰富的相行为向浓度较低的C12E04平面层状相溶液加入LA可以诱导形成囊泡相以及多尺度多组分多形式的聚集体平衡共存的表面活性剂三水相向浓度较高的C12E04平面层状相溶液加入LA可以形成高度长程有序的平面层状溶质液晶并表现出凝胶的流体性质另外LAC12E04复配体系层状聚集体表现出高度的温度依赖性其中囊泡只能在较窄的室温范围内自发形成对比PFLAC12E04和LAC12EO4体系可以发现碳氟碳氢混合体系中表面活性剂分子之间的相互作用更强自聚集趋势更明显所形成的聚集结构也更加稳定尤其容易形成囊泡凝胶同时体系抗剪切破坏温度变化等环境干扰的能力更强具有重要的实用价值第五部分研究了表面活性剂三水相平衡体系A3PS的构筑性质和功能A3PS是胶体化学中一种重要的三相分离现象但是有关该体系的研究却在表面活性剂化学中长期被忽视本工作通过在水溶液中混合商业化的简单的单尾链阴非离子或阴阳离子表面活性剂自发形成了表面活性剂三水相体系从而提供了一个构筑和发展A3PS的普适性方法而且我们结合实验现象对其作出了一个规范性的定义即表面活性剂三水相体系由三个相互分离的均一水相构成是表面活性剂溶液中一种自发形成的动力学稳定的的三相平衡现象包含有多尺度多组分多种结构形式的稳定共存的表面活性剂自聚集体如碟状胶束平面层状结构双连续海绵结构囊泡等其中各相溶液密度体积分数以及表面活性剂比例和分布各不相同本工作深入总结了A3PS基本的物理化学参数加深了对A3PS的理解发现通过改变表面活性剂浓度比例以及溶液温度添加剂等因素能有效裁剪A3PS的性质以使其满足不同应用1作为一个潜在的分离和萃取新体系A3PS在生物工程和染料提取方面具有诱人的前景2A3PS被用来一步合成和分离不同尺度的CdS纳米线由此提供了一个制备和收集单分散纳米材料的简单途径3A3PS可以作为合成反应的介质实现将所得产品富集到一相而其它原料副产物或杂质被分散到其它相中的理想效果具有纯化步骤简单的优点第六部分研究了蜂窝状有序多孔结构的界面组装机理和表面润湿行为以功能性聚合物为基本单元制备微米亚微米多层次的蜂窝状多孔结构利用聚合物或其复合材料的优良特性探索蜂窝状多孔膜的化学光学及电学等方面的性质对于化学及光学传感器超疏水材料滤膜材料光子晶体材料组织工程材料和模板功能等方面都具有十分重要的意义本章以胆固醇作为侧链的二茂铁基两亲低聚物为构筑基元通过水滴模板法在气固界面和气液界面构筑了高度有序的蜂窝状多孔结构考察了不同制备条件对薄膜形成的影响探索蜂窝状薄膜的形成规律在此基础上以聚苯乙烯二苯胺取代的三联苯复合物为构筑基元制备出具有高效固态光致发光性能的自支撑蜂窝状多孔膜并对两种蜂窝膜的表面润湿行为进行了研究研究发现聚合物和有机溶剂的混合物在潮湿气流氛围下可以自发形成蜂窝状多孔结构通过改变湿度浓度液滴体积大小溶剂及铺展方法等参数可以得到尺寸均匀的呈六角状排列的2D多孔阵列通过对蜂窝状多孔结构形成机理的深入研究发现了多孔阵列从2D向3D转变的连续过程建立了三维有序多孔阵列形成机制的模型从而为水滴模板法构筑有序多孔结构的空间维数可控性提供了理论依据表面润湿行为的研究表明二茂铁基低聚物蜂窝状多孔结构的高疏水性可以通过调节孔的大小和排列来获得通过机械剥离2D蜂窝状有序多孔膜的表层制备了出具有接近超疏水性质的针垫状阵列结构第七部分研究了蜂窝状有序多孔结构的电化学功能和模板应用在本工作中我们提供了一种新的简便易行的途径将蜂窝状有序多孔膜应用到胶体颗粒的图案化中通过结合自下而上的界面组装方法水滴模板法和电化学沉积技术以二茂铁基低聚物蜂窝状薄膜的有序多孔结构为模板在微孔的内边缘定向沉积了呈环形图案排列的零维银纳米点和一维银纳米棒从而构筑了具有分形结构特点的高度有序的有机无机杂化蜂窝状薄膜该途径的实现是基于二茂铁基低聚物蜂窝状多孔材料自身表现出优异的电化学行为而且在对103的还原中表现出优异的电催化活性通过考察循环伏安法和恒电势双脉冲法以及不同电解参数对银颗粒形态尺寸和分布的影响探讨了AgAg0转化的动力学过程具有重要意义的是所构筑的杂合多孔膜同样对103的还原表现出极为丰富的电化学活性而且能够极大地增强对染料分子的催化降解效率我们相信通过本途径同样可以将其他功能性贵金属纳米颗粒修饰或组装到蜂窝状多孔膜上如金铂等并应用到光电子传感器和催化等领域
大豆油 油基油墨 环保型 印刷适性 低碳 环保特性 植物油 脂肪酸 印刷行业 经济的,"低碳经济是当今时代的热点话题,使用环保型的油墨,杜绝VOC的排放以缓解各种环保问题也是当前各国亟待解决的环保课题。本文主要介绍了大豆油墨的发展及应用情况,通过了解其发展历史、性能特点,分析其印刷适性,进一步拓宽了对大豆油墨的认识,并对其在国内的推广提出了一些可供参考的建议。"
光固化涂料 水性涂料 聚氨酯丙烯酸酯 木器漆,UVEB辐射固化涂料及水性涂料技术因其环保优势日益为人们所关注也是目前涂料行业所要大力发展的方向UV光固化涂料的优势在于1固化速度快生产效率高2常温固化3节省能源4环境污染小5涂层性能优异6固化装置简单易维修因此UVEB辐射固化涂料已在木器塑料光纤油墨和粘合剂中市场化应用但一般UV光固化涂料都少不了使用非反应性的有机挥发组份并且需要使用反应性稀释单体及其它多官能团丙烯酸酯等调节体系的粘度但目前常用的活性单体具有较强的刺激作用影响操作者的身体健康此外许多反应性单体在紫外辐射过程中难以完全反应残留的单体会影响固化漆膜的长期稳定性并且这类残留VOC组分有可萃取性及毒性水性涂料对环境无污染不易燃烧安全性好低VOC对人体无影响可通过水来调节涂料粘度以适用于喷涂等施工方式但普通水性涂料在性能上却无法和传统溶剂型涂料相媲美水性紫外光固化涂料体系结合了以上两种环保涂料的优点具有无污染无毒性无刺激性和生产安全等优点并且最终涂料固化后漆膜的性能优异固化速度快同时具有以上所描述UVEB辐射固化涂料所具有的优点它已成为紫外光固化体系的主要发展方向之一水性丙烯酸酯改性聚氨酯即水性聚氨酯丙烯酸酯是目前研究得最多的性能最好的光固化水性树脂本论文研究了目前市场上水性聚氨酯丙烯酸酯的基本性能并用做主体树脂来研究水性光固化涂料配方设计调试高性能涂料配方来达到目前常用木器涂料所需要性能要求在水性聚氨酯丙烯酸酯基本性能研究中第一研究了各水性聚氨酯丙烯酸酯的成膜性确定了最佳的成膜条件第二通过对光引发剂的测试发现Irgacure1173Irgacure500和Irgacure819DW在水性聚氨酯丙烯酸酯的相容性较好光引发剂的用量在25为最佳添加量第三测试了各水性聚氨酯丙烯酸酯光固化后涂层的性能如硬度Taber耐磨性耐溶剂性附着力耐冲击性光泽度和黄变性等随后研究如何将水性聚氨酯丙烯酸酯用于木器涂料配方中调试配方并达到理想的性能第一通过对木器底漆的配方调试与研究发现Ucecoat7177无论在清漆和有色漆配方中都能对油性难附着木材提供卓越的附着力木纹显映性在有色涂料配方中与颜料有很好的稳定性第二在木器中涂层配方调试中Ucecoat7177和BayhydrolUV2348都能提供对滑石粉良好的润湿分散性可以有效地填补木材表面的孔洞并提高整体涂层的耐磨性第三BayhydrolUV2689不仅在面漆清漆中而且在有色配方中都能提供卓越的硬度耐磨耐溶剂等面漆所要求具备的性能其中在有色配方中需要加入Irgacure500和Irgacure819DW两种光引发剂来满足有色涂层的光固化
环保 大豆油 平版胶印 油墨,传统油墨是由颜料包括有色颜料和填充料连结料矿物油助剂等物质组成其中连接料占整个油墨组成的80以上传统连接料的生产制造过程中用到了大量石油系矿物油如苯环芳烃等使油墨中包含大量有毒性挥发物VOCVolatileOrganicChemical无论对生产工人的健康产品使用者的健康自然环境等都将带来严重隐患所谓大豆油油墨是指用大豆油置换油墨中部分石油系矿物油的环保油墨其颜料与树脂成份和普通油墨一样由于大豆油大量的替代了具有挥发型的石油系溶剂而本身又为绿色的天然植物油所以对造成大气污染因素的挥发性有机化合物VOC具有抑制作用同时其化学诱导物为非毒性而极有利印刷业环境与健康安全中的自然降解问题开发环保油墨重点是解决油墨中含VOC物质的替换问题而传统油墨中大部分含VOC的物质又都包含在连接料的生产过程中所以研制新型油墨连接料是解决开发环保油墨的根本大豆油墨是将传统油墨配方中2050的矿物油替代为自然环保的大豆油从而使油墨中的VOC含量由原来的3555降低到515达到环保要求通过一定方法改变大豆油各种理化性质使其与连接料相似或接近从而达到替代目的用替代后的连接料生产出的油墨产品首先在基本墨性指标上需达到传统油墨要求另外需要在环保指标VOC和重金属含量上大幅降低本课题第一阶段深入研究了大豆油的热聚合反应确定了最佳工艺参数加热温度为332加热时间为106min压力为6MPa催化剂添加量为5同时得出因子贡献率为催化剂添加量压力加热温度加热时间本课题第二阶段重点研究油墨配方的筛选和优化最终油墨配方为改性大豆油45松香改性酚醛树脂20溶纤剂39炭黑颜料2275石蜡45其它助剂375总计为999实验误差允许范围内确定最优配方后制得产品对产品进行9项传统油墨质量性能指标测试和两项特色环保指标检测质量性能指标测试结果基本合格环保指标检测结果为环保油墨VOC含量低于100mgg而普通油墨VOC含量仅低于500mgg环保油墨比普通油墨VOC含量降低了40左右本产品铅贡砷铬镉锑硒钡八大重金属平均含量约为65mgkg而普通油墨产品铅贡砷铬镉锑硒钡八大重金属平均含量约为175mgkg本产品重金属含量明显降低
烟标 成本控制 质量成本,随着烟草市场的高度集中与之相关的烟标印刷业竞争越来越激烈对于以烟标印刷为主营业务的JCP公司来说企业成本成为影响企业利润高低竞争力大小生存发展潜力高低的重要因素然而由于历史原因JCP公司一向对成本控制重视不够在公司进入一个较高的发展阶段后正面临着日益严重的外部压力和愈来愈激烈的竞争为此公司需要不断加强成本控制利用科学合适的成本控制方法来增强自身实力才能不断提高公司的经济效益和竞争能力本文首先结合成本控制基本理论的有关内容简述相关的成本控制方法如作业成本法质量成本法标准成本法预算法等控制方法然后对公司整体的成本控制现状进行了分析同时挖掘出成本控制过程中存在的主要问题最后提出了解决JCP公司成本控制问题的具体方案即在产品研发阶段进行产前成本控制利用工艺改良技术改造等相关措施进行成本控制事先预防在生产过程中进行产中成本控制结合物流环节的分析在采购管理仓储管理信息化方面提出方案在产后成本控制中利用标准成本法作业成本法质量成本预算等方法对产成品期间费用的成本控制提出相关对策在成本控制方法的实施中本文从公司所属烟标行业的特性出发选择适合本公司实施的成本控制方法体系以实事求是理论联系实际的思想来分析和解决对应的成本控制问题对其它同类企业及类似企业的成本控制具有一定的借鉴价值
